ENTRY_AC	ENTRY_TYPE	ENTRY_NAME
IPR009441	family	P40 nucleoprotein, Borna disease virus
IPR009443	family	Nuclear pore complex interacting protein
IPR009444	family	Conjugal transfer, TraD, alpha-type
IPR009445	family	TMEM85/ER membrane protein complex subunit 4
IPR009446	family	Mitochondrial genome maintenance protein Mgm101
IPR009447	family	Phosphatidylinositol anchor biosynthesis protein PIGW/GWT1
IPR009448	family	UDP-glucose:Glycoprotein Glucosyltransferase
IPR009450	family	Phosphatidylinositol N-acetylglucosaminyltransferase subunit C
IPR009451	family	Amine dehydrogenase heavy chain
IPR009452	family	Pneumovirus matrix 2
IPR009453	family	IMP-specific 5-nucleotidase
IPR009456	family	Moricin family
IPR009458	family	Ectatomin
IPR009467	family	Putative glycolipid-binding protein
IPR009468	family	Protein of unknown function DUF1090
IPR009472	family	Tab2-like
IPR009473	family	Orthopoxvirus A49
IPR009474	family	Putative bacilliredoxin, YphP/YqiW family
IPR009475	family	Protein of unknown function DUF1096
IPR009476	family	Protein of unknown function DUF1097
IPR009477	family	Baculovirus Ac102
IPR009479	family	Human herpesvirus U55
IPR009480	family	Equine infectious anaemia virus S2
IPR009482	family	Protein of unknown function DUF1102
IPR009483	family	Type III secretion systems tip complex components
IPR009485	family	Borna disease virus P10
IPR009486	family	Purine nucleoside permease
IPR009487	family	Orthopoxvirus A43R
IPR009488	family	Protein of unknown function DUF1104
IPR009489	family	PAR1
IPR009490	family	Protein of unknown function DUF1106
IPR009491	family	Protein of unknown function DUF1107
IPR009492	family	TniQ
IPR009493	family	Burkholderia phage phiE202, Gp27
IPR009494	family	Protein of unknown function DUF1108
IPR009495	family	Anti-sigma-F factor NrsF
IPR009497	family	Regulator protein, PHA-1
IPR009499	family	Protein of unknown function DUF1116
IPR009500	family	Protein of unknown function DUF1118
IPR009501	family	Uncharacterised conserved protein UCP020269
IPR009502	family	Secretion monitor
IPR009503	family	Protein of unknown function DUF1125
IPR009506	family	Protein of unknown function DUF1127
IPR009507	family	Protein of unknown function UPF0435
IPR009508	family	Transcription activator, Churchill
IPR009509	family	Protein of unknown function DUF1132
IPR009510	family	Type III secretion system, secretion protein  K
IPR009511	family	Mad1/Cdc20-bound-Mad2 binding protein
IPR009513	family	PerB
IPR009514	family	Nucleoid disruption protein
IPR009515	family	Protein of unknown function DUF1138
IPR009516	family	Raspberry bushy dwarf virus coat
IPR009517	family	Borna disease virus P24
IPR009518	family	Photosystem II PsbX
IPR009519	family	Fiji disease virus, Vp7-2
IPR009520	family	Protein of unknown function DUF1140
IPR009521	family	Orthopoxvirus F6
IPR009522	family	Nucleocapsid, Phlebovirus/Tenuivirus
IPR009523	family	Prokineticin
IPR009524	family	Protein of unknown function DUF1143
IPR009525	family	Protein of unknown function DUF1145
IPR009526	family	Protein of unknown function DUF1146
IPR009527	family	Circovirus 2, Orf1
IPR009529	family	Maize streak virus, 13.1kDa
IPR009530	family	Protein of unknown function DUF1149
IPR009531	family	Protein of unknown function DUF1150
IPR009532	family	SepQ
IPR009533	family	FAM107
IPR009534	family	Protein of unknown function DUF1153
IPR009536	family	Cucumber mosaic virus, OrfIIB
IPR009538	family	Plasmalemma vesicle-associated protein
IPR009539	family	Vang-like protein
IPR009540	family	Basal layer antifungal peptide
IPR009542	family	Signal peptidase complex subunit Spc1/SPCS1
IPR009544	family	Protein of unknown function DUF1163
IPR009545	family	Tight junction protein, claudin-like
IPR009547	family	Tenuivirus PVC2
IPR009548	family	PRKR-interacting protein 1
IPR009550	family	VirE3
IPR009551	family	Protein wntless
IPR009553	family	Protein of unknown function DUF1173
IPR009554	family	Phage shock protein B
IPR009556	family	Microneme Etmic-2
IPR009558	family	Protein of unknown function DUF1175
IPR009559	family	Lactococcus phage c2, major capsid protein
IPR009560	family	Protein of unknown function DUF1176
IPR009561	family	Protein of unknown function DUF1177
IPR009562	family	Protein of unknown function DUF1178
IPR009563	family	Sjoegren syndrome/scleroderma autoantigen 1
IPR009564	family	Protein of unknown function DUF1179
IPR009565	family	Protein of unknown function DUF1180
IPR009566	family	Protein of unknown function DUF1181
IPR009567	family	Store-operated calcium entry-associated regulatory factor
IPR009568	family	Protein of unknown function DUF1184
IPR009569	family	Amino acid synthesis, putative
IPR009570	family	Stage III sporulation protein AC
IPR009571	family	Membrane protein SUR7/Rim9-like, fungi
IPR009572	family	Protein of unknown function DUF1187
IPR009573	family	Protein of unknown function DUF1188
IPR009574	family	Protein of unknown function DUF1189
IPR009575	family	Melon necrotic spot virus P7B
IPR009576	family	Biofilm formation YgiB
IPR009577	family	Putative small multi-drug export
IPR009579	family	Protein of unknown function DUF1192
IPR009580	family	GPI biosynthesis protein Pig-F
IPR009582	family	Signal peptidase complex subunit Spc2/SPCS2
IPR009584	family	Citrus tristeza virus 6kDa protein
IPR009585	family	Protein of unknown function DUF1196
IPR009587	family	Protein of unknown function DUF1198
IPR009588	family	Feline immunodeficiency virus, Orf3
IPR009589	family	Sublancin immunity protein SunI
IPR009591	family	Movement protein p6, Beet yellows virus
IPR009592	family	Protein of unknown function DUF1202
IPR009593	family	Protein of unknown function DUF1203
IPR009595	family	Bacteriophage DNA replication protein Gp16.7
IPR009598	family	Bladder cancer-related BC10
IPR009599	family	Protein of unknown function DUF1207
IPR009600	family	GPI transamidase subunit PIG-U
IPR009601	family	Centromere protein R
IPR009602	family	FAM92 protein
IPR009606	family	Modifying wall lignin-1/2
IPR009608	family	Bradykinin
IPR009609	family	Phosphonate metabolism PhnG
IPR009610	family	CbtA toxin of type IV toxin-antitoxin system
IPR009613	family	Lipase maturation factor
IPR009614	family	Toxin YoeB
IPR009617	family	Seipin family
IPR009618	family	Erp protein
IPR009619	family	Cell division protein CrgA
IPR009620	family	Uncharacterised protein family UPF0236
IPR009621	family	Uncharacterised protein family UPF0239
IPR009622	family	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4
IPR009624	family	Uncharacterised protein family UPF0253
IPR009625	family	Uncharacterised protein family UPF0254
IPR009627	family	Uncharacterised protein family UPF0259
IPR009629	family	Erythrovirus X
IPR009630	family	Protein of unknown function DUF1229
IPR009631	family	CGLD27-like
IPR009633	family	Vaccinia virus, B17
IPR009634	family	Putative excisionase
IPR009635	family	Neural proliferation differentiation control-1
IPR009636	family	Capsid assembly scaffolding protein
IPR009637	family	Transmembrane protein GPR107/GPR108-like
IPR009641	family	Vaccinia virus, A37
IPR009642	family	Protein of unknown function DUF1236
IPR009643	family	Heat shock factor binding 1
IPR009644	family	Fukutin-related
IPR009645	family	Uncharacterised conserved protein GguC
IPR009646	family	Root cap
IPR009648	family	Biotin-dependent malonate decarboxylase, gamma subunit
IPR009649	family	TraU
IPR009650	family	Fijivirus P9-2
IPR009651	family	Putative methionine gamma-lyase
IPR009652	family	Programmed cell death protein 10
IPR009653	family	Protein kish
IPR009657	family	Protein Ac34
IPR009659	family	Protein of unknown function DUF1249
IPR009660	family	Bacteriophage A500, Gp15
IPR009661	family	Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf17
IPR009662	family	Malonate decarboxylase delta subunit
IPR009663	family	Pilin accessory predicted
IPR009664	family	Pyrimidine/purine nucleoside phosphorylase
IPR009665	family	Protein of unknown function DUF1256
IPR009666	family	Uncharacterised protein family Ycf35
IPR009667	family	Protein of unknown function DUF1258
IPR009668	family	RNA polymerase I associated factor, A49-like
IPR009669	family	Cysteine protease, VirA/EspG
IPR009670	family	Cell surface immobilisation antigen SerH
IPR009672	family	Pkip-1
IPR009675	family	TPX2
IPR009676	family	Protein of unknown function DUF1265
IPR009677	family	Protein of unknown function DUF1266
IPR009678	family	Bacteriophage tail completion protein R
IPR009679	family	Bacteriophage 186, CII
IPR009681	family	Phage tail assembly chaperone protein, Siphoviridae
IPR009682	family	Protein of unknown function DUF1270
IPR009684	family	Proteinase inhibitor I47, latexin
IPR009685	family	Male enhanced antigen 1
IPR009689	family	Protein of unknown function DUF1280
IPR009690	family	Bacteriophage T4, Gp30.7
IPR009692	family	P13 protein, Citrus tristeza virus
IPR009693	family	Glucitol operon activator
IPR009694	family	Protein of unknown function DUF1281
IPR009699	family	Adenovirus-2 E4/Orf3
IPR009700	family	Protein of unknown function DUF1283
IPR009701	family	Special lobe-specific silk SSP160
IPR009702	family	Protein of unknown function DUF1284
IPR009703	family	Selenoprotein S
IPR009704	family	EURL protein
IPR009705	family	Sulfolobus virus STSV1, Orf8
IPR009706	family	Protein of unknown function DUF1287
IPR009707	family	Membrane protein GlpM/YdgC
IPR009708	family	Bacteriophage A118-like, holin/antiholin
IPR009709	family	Protein of unknown function DUF1290
IPR009711	family	Uncharacterised protein family UPF0473
IPR009712	family	Vibrio phage Vf33, Vpf117
IPR009713	family	Uncharacterised protein family PsiA
IPR009714	family	Resistin
IPR009716	family	Ferroportin-1
IPR009719	family	GBF-interacting protein 1
IPR009722	family	SdiA-regulated
IPR009724	family	TMEM70 family
IPR009725	family	Predicted 3-demethylubiquinone-9 3-methyltransferase
IPR009727	family	NifT/FixU
IPR009728	family	BAALC
IPR009729	family	Galactose-3-O-sulfotransferase
IPR009731	family	Replication P
IPR009732	family	Protein of unknown function DUF1304
IPR009734	family	Myoviridae, GpU
IPR009736	family	Protein of unknown function DUF1307
IPR009737	family	Thioredoxin-like ferredoxin
IPR009744	family	VirC1
IPR009746	family	Antimicrobial peptide resistance/lipid A acylation PagP
IPR009748	family	Orthopoxvirus C10L
IPR009749	family	Protein of unknown function DUF1315
IPR009750	family	Protein of unknown function DUF1317
IPR009751	family	CryBP1
IPR009752	family	Bacteriophage Mu, Gp36
IPR009753	family	Protein of unknown function DUF1322
IPR009754	family	Orthopoxvirus B11R
IPR009757	family	Circovirus 2, Orf4
IPR009758	family	Protein of unknown function DUF1326
IPR009759	family	Bacteriophage ES18, Gp24
IPR009760	family	Protein of unknown function DUF1328
IPR009762	family	Circovirus 2, Orf10
IPR009768	family	Microtubule-associated protein 70
IPR009772	family	Cell division cycle protein 123
IPR009773	family	Lactococcus phage 712, M3
IPR009774	family	Streptococcus phage 7201, Orf18
IPR009775	family	Envelope small membrane protein
IPR009776	family	Sporulation stage 0, protein M
IPR009777	family	Cell division protein ZapD
IPR009778	family	Modulator of Rho-dependent transcription termination
IPR009779	family	Translocon-associated protein subunit gamma
IPR009780	family	Protein of unknown function DUF1344
IPR009781	family	Protein of unknown function DUF1345
IPR009782	family	UAP56-interacting factor
IPR009783	family	Protein of unknown function DUF1348
IPR009784	family	Protein of unknown function DUF1349
IPR009785	family	Lactobacillus prophage Lj928, Orf309
IPR009786	family	Spot 14 family
IPR009787	family	Protein jagunal
IPR009788	family	GvpD gas vesicle
IPR009790	family	Protein of unknown function DUF1356, TMEM106
IPR009791	family	Protein of unknown function DUF1357
IPR009792	family	Transmembrane protein 242
IPR009793	family	Protein of unknown function DUF1361
IPR009794	family	Protein of unknown function DUF1362
IPR009795	family	Protein of unknown function DUF1363
IPR009796	family	Protein of unknown function DUF1366
IPR009797	family	Protein of unknown function DUF1367
IPR009798	family	Wound-induced protein Wun1-like
IPR009800	family	Coiled-coil alpha-helical rod protein 1
IPR009801	family	Transmembrane protein 126
IPR009803	family	Protein of unknown function DUF1373
IPR009804	family	Sulfolobus islandicus filamentous virus, Orf14
IPR009806	family	Photosystem II PsbW, class 2
IPR009807	family	Phytoreovirus outer capsid P8
IPR009808	family	Protein of unknown function, DUF1378
IPR009809	family	Cell division protein ZapC
IPR009810	family	Late nodulin
IPR009811	family	Protein of unknown function DUF1380
IPR009812	family	Protein of unknown function DUF1381
IPR009813	family	Uncharacterised protein family YebG
IPR009814	family	Bacteriophage lambda, Xis (Q38267)
IPR009815	family	Baculovirus protein AC11
IPR009816	family	Protein of unknown function DUF1387
IPR009819	family	Pes-10
IPR009820	family	Protein of unknown function DUF1390
IPR009821	family	Protein of unknown function DUF1391
IPR009822	family	YaeQ
IPR009823	family	Herpesvirus SORF3
IPR009824	family	Protein of unknown function DUF1392
IPR009825	family	ECF transporter, substrate-specific component-like
IPR009829	family	Spindle and kinetochore-associated protein 1
IPR009830	family	LppX/LprAFG lipoprotein family
IPR009832	family	Protein of unknown function DUF1397
IPR009833	family	Uncharacterised protein DUF1398
IPR009834	family	Ureide permease
IPR009835	family	Sortase B family
IPR009836	family	Glycine-rich domain-containing protein-like
IPR009837	family	Osteoregulin
IPR009838	family	Type IV conjugative transfer system, protein TraL
IPR009841	family	VirC2
IPR009842	family	Protein of unknown function DUF1402
IPR009843	family	Protein of unknown function DUF1403
IPR009844	family	Protein of unknown function DUF1404
IPR009845	family	Protein of unknown function DUF1405
IPR009846	family	Splicing factor 3B subunit 5/RDS3 complex subunit 10
IPR009847	family	SNURF family
IPR009848	family	Protein of unknown function DUF1408
IPR009853	family	Protein of unknown function DUF1412
IPR009854	family	Orthoreovirus membrane fusion p10
IPR009855	family	Baculovirus late expression factor 10
IPR009856	family	Light regulated Lir1
IPR009857	family	Uncharacterised protein family UPF0352
IPR009858	family	Protein of unknown function DUF1415
IPR009859	family	Protein of unknown function, Gam-like
IPR009860	family	Hyaluronidase, bacterial
IPR009861	family	Hematopoietic cell signal transducer
IPR009862	family	Protein of unknown function DUF1419
IPR009863	family	Type III secretion protein, LcrG
IPR009864	family	Rhoptry-associated protein 1, plasmodium
IPR009865	family	Proacrosin binding sp32
IPR009866	family	NADH:ubiquinone oxidoreductase, subunit NDUFB4
IPR009867	family	Protein of unknown function DUF1422
IPR009868	family	VirE2
IPR009870	family	Putative replication protein DUF1424
IPR009871	family	Movement and RNA silencing protein
IPR009872	family	Protein of unknown function DUF1427
IPR009873	family	Phytoreovirus S7
IPR009874	family	Protein of unknown function DUF1428
IPR009876	family	Outer membrane adhesin OpcA
IPR009881	family	Protein of unknown function DUF1433
IPR009882	family	Gypsy
IPR009883	family	Inner membrane protein YgfX
IPR009884	family	Benyvirus 14kDa
IPR009885	family	Protein of unknown function DUF1435
IPR009887	family	Progressive ankylosis
IPR009888	family	Immunity protein CdiI, Proteobacteria type
IPR009889	family	Dentin matrix 1
IPR009890	family	Etoposide-induced 2.4
IPR009891	family	Tapetum specific TAP35/TAP44
IPR009893	family	Nucleopolyhedrovirus capsid P80/P87
IPR009894	family	Exported
IPR009895	family	Protein of unknown function DUF1438
IPR009896	family	Cytadhesin P30/P32
IPR009897	family	Orthoreovirus P17
IPR009898	family	Protein of unknown function DUF1440
IPR009899	family	Antirestriction
